,Terms,Freq,POS
19859,leatherlaced,2,VBD
19860,dodger,2,NN
19861,crianzas,2,NN
19862,brisas,2,NN
19863,plywood,2,NN
19864,wholegrain,2,NN
19865,whallop,2,JJ
19866,anticipation,2,NN
19867,zorzettigs,2,NNS
19868,moreiras,2,VBP
19869,mcgrail,2,JJ
19870,overextend,2,NN
19871,faugères,2,NNS
19872,mediumsalmon,2,VBP
19873,singlebarrel,2,JJ
19874,alabaster,2,NN
19875,heal,2,NN
19876,kesselstatt,2,NN
19877,mugas,2,NN
19878,quasiaustralian,2,JJ
19879,lens,2,VBZ
19880,horizon,2,NN
19881,torretesta,2,NN
19882,alcoholinfused,2,VBD
19883,canailo,2,JJ
19884,roastedlamb,2,NN
19885,upbringing,2,VBG
19886,greenherbal,2,JJ
19887,minassianyoung,2,NN
19888,sourced,2,VBD
19889,redondo,2,JJ
19890,borrow,2,NN
19891,carignangarnachasyrah,2,NN
19892,morras,2,FW
19893,sleeker,2,NN
19894,rutini,2,NN
19895,bossi,2,IN
19896,culton,2,NN
19897,honeysucklekissed,2,VBN
19898,fernando,2,JJ
19899,campagnola,2,NN
19900,grandeau,2,NN
19901,freshsawn,2,NN
19902,crispenough,2,NN
19903,wineit,2,NN
19904,portuguals,2,NNS
19905,cono,2,VBP
19906,apicots,2,NNS
19907,regain,2,VBP
19908,sprout,2,RB
19909,chacras,2,JJ
19910,bling,2,VBG
19911,hjw,2,NN
19912,rinddriven,2,JJ
19913,impatient,2,JJ
19914,foist,2,NN
19915,almostwhite,2,JJ
19916,björnsons,2,NNS
19917,alria,2,VBP
19918,redcurrants,2,NNS
19919,studious,2,JJ
19920,nearest,2,JJS
19921,lacticsmelling,2,VBG
19922,diable,2,JJ
19923,winemakertowatch,2,NN
19924,mediumstrawcolored,2,VBD
19925,getout,2,NN
19926,benoît,2,NN
19927,acids,2,NNS
19928,villaine,2,VBP
19929,hydes,2,NNS
19930,follower,2,VBP
19931,oakscented,2,VBN
19932,notre,2,JJ
19933,martine,2,JJ
19934,razorclean,2,NN
19935,gli,2,NN
19936,kenefick,2,FW
19937,rhonewine,2,NN
19938,blackcherrymarinated,2,VBN
19939,tierce,2,NN
19940,mon,2,NN
19941,magre,2,NN
19942,piazzo,2,NN
19943,armando,2,NN
19944,firepeak,2,NN
19945,picnictype,2,NN
19946,innumerable,2,JJ
19947,bolla,2,NN
19948,spawn,2,NN
19949,compartmentalize,2,VB
19950,mercifully,2,RB
19951,applesyrup,2,JJ
19952,privatelabel,2,NN
19953,rochoy,2,NN
19954,spicyearthy,2,NN
19955,concreteeggfermented,2,VBD
19956,twovineyard,2,RB
19957,barrica,2,JJ
19958,piglio,2,NN
19959,medalla,2,NN
19960,murk,2,NN
19961,toyon,2,NN
19962,leaddriven,2,RB
19963,cigarsmoke,2,VBD
19964,oreganothyme,2,JJ
19965,velcro,2,NN
19966,altaïr,2,NN
19967,breakthrough,2,IN
19968,tannatdominated,2,JJ
19969,beresans,2,NNS
19970,months,2,NNS
19971,butterednut,2,IN
19972,pomegranatejuice,2,JJ
19973,universe,2,JJ
19974,papa,2,NN
19975,majoritycabernet,2,NN
19976,dillflavored,2,VBD
19977,responsibility,2,NN
19978,anisetinged,2,VBN
19979,infiltration,2,NN
19980,dessertwine,2,NN
19981,plowbuster,2,NN
19982,carabellas,2,NN
19983,tinaquaic,2,NN
19984,almirez,2,NN
19985,radarfor,2,NN
19986,berenguer,2,NN
19987,garnachaheavy,2,JJ
19988,flaavors,2,NNS
19989,by,2,IN
19990,sardo,2,JJ
19991,predate,2,NN
19992,wozniak,2,NN
19993,amplebodied,2,VBD
19994,hemisphere,2,RB
19995,tightlydefined,2,VBN
19996,surmount,2,NN
19997,poetic,2,JJ
19998,sugarytasting,2,NN
19999,kabob,2,NN
20000,blackcherrylaced,2,VBD
20001,intimate,2,JJ
20002,yosts,2,NNS
20003,hing,2,VBG
20004,mui,2,NN
20005,carolinabased,2,VBD
20006,biltmore,2,RB
20007,jeaunauxrobin,2,JJ
20008,sydney,2,NN
20009,rubyclear,2,NN
20010,prey,2,IN
20011,disembody,2,NN
20012,brier,2,NN
20013,grava,2,NN
20014,reactive,2,JJ
20015,highinalcohol,2,NN
20016,onset,2,NN
20017,luzon,2,NN
20018,pirque,2,NN
20019,synchronize,2,VB
20020,flashier,2,JJR
20021,qvevriaged,2,VBN
20022,rousse,2,NN
20023,ramspeck,2,NN
20024,sassolini,2,NN
20025,blangé,2,NN
20026,citrusdrenched,2,VBD
20027,extraplush,2,JJ
20028,fidelitas,2,NNS
20029,bsh,2,VBP
20030,sussex,2,NN
20031,palategripping,2,VBG
20032,cabernetcentric,2,JJ
20033,collina,2,NN
20034,sankt,2,NN
20035,mediumtoned,2,VBD
20036,ultrasaturated,2,JJ
20037,padri,2,NN
20038,everday,2,NN
20039,rhubarbstrawberry,2,VBP
20040,wieningers,2,NNS
20041,gam,2,VBP
20042,macintosh,2,JJ
20043,sasyr,2,NN
20044,serrata,2,NN
20045,entav,2,NN
20046,crau,2,NN
20047,saxum,2,NN
20048,sorella,2,NN
20049,dissimilar,2,JJ
20050,overoaking,2,VBG
20051,mantle,2,JJ
20052,chancy,2,NN
20053,pepperflecked,2,VBD
20054,juniperinfused,2,JJ
20055,hosmers,2,NNS
20056,ibidini,2,VBP
20057,mystical,2,JJ
20058,rosemarylike,2,NN
20059,espressoladen,2,NN
20060,tararas,2,NNS
20061,betwixt,2,VBP
20062,initally,2,RB
20063,barelyripened,2,VBN
20064,shebang,2,NN
20065,middleaged,2,VBD
20066,undetectable,2,JJ
20067,paucity,2,NN
20068,eternally,2,RB
20069,cairanne,2,JJ
20070,eightyear,2,JJ
20071,singlevineyards,2,NNS
20072,examination,2,NN
20073,finelytuned,2,VBD
20074,again,2,RB
20075,whitebread,2,JJ
20076,pinkpeach,2,NN
20077,hotdog,2,NN
20078,viñas,2,NN
20079,coquettish,2,JJ
20080,copperrose,2,NN
20081,bosché,2,NN
20082,familar,2,JJ
20083,applepurée,2,NN
20084,muggy,2,NN
20085,moscabianca,2,NN
20086,orangezestlike,2,IN
20087,whitepear,2,JJ
20088,yeastily,2,RB
20089,conclusively,2,RB
20090,appassimentostyle,2,JJ
20091,armand,2,NN
20092,brignac,2,NN
20093,hickey,2,NN
20094,coverup,2,NN
20095,purport,2,NN
20096,pineappletinged,2,VBD
20097,beaucoup,2,NN
20098,brawler,2,NN
20099,hearted,2,VBD
20100,shiso,2,NNS
20101,tropicaltinged,2,VBD
20102,tuberoseflower,2,JJR
20103,artistproducer,2,NN
20104,cranorange,2,NN
20105,barbazzale,2,JJ
20106,burntfield,2,NN
20107,moreto,2,NN
20108,foundry,2,NN
20109,greenfruitlike,2,NN
20110,donnafugata,2,NN
20111,tobaccoy,2,NN
20112,offshoot,2,NN
20113,rosatos,2,NN
20114,fuder,2,NN
20115,ripestyled,2,VBD
20116,coreno,2,JJ
20117,sodamagri,2,NN
20118,colleague,2,NN
20119,bubblegumish,2,JJ
20120,intersting,2,NN
20121,sixyearsold,2,NN
20122,zestflavored,2,VBD
20123,clovedominated,2,JJ
20124,bobals,2,NNS
20125,heinz,2,VBP
20126,betterthanaverage,2,NN
20127,bouyssou,2,NN
20128,gayrauds,2,NN
20129,brothers,2,NNS
20130,bolstered,2,VBD
20131,vidiano,2,NN
20132,romanée,2,NN
20133,applefruity,2,NN
20134,adour,2,VBP
20135,modernday,2,NN
20136,cinch,2,NN
20137,hbo,2,NN
20138,leah,2,NN
20139,baccalà,2,NN
20140,ricottafilled,2,VBD
20141,hype,2,JJ
20142,creamery,2,NN
20143,cozy,2,NN
20144,baritone,2,NN
20145,maçon,2,NN
20146,angelas,2,NNS
20147,valcolomba,2,VBP
20148,schnapps,2,JJ
20149,physical,2,JJ
20150,sassiness,2,NN
20151,domenico,2,NN
20152,magrezs,2,NN
20153,expend,2,VBP
20154,lhermitage,2,NN
20155,champine,2,NN
20156,lhuillier,2,JJR
20157,perdiz,2,NN
20158,personable,2,JJ
20159,pancake,2,NN
20160,newborn,2,JJ
20161,josephshöfer,2,NN
20162,drinkably,2,RB
20163,refreshen,2,VB
20164,sagebrushlaced,2,VBD
20165,adriana,2,JJ
20166,karembeu,2,NNS
20167,narrative,2,JJ
20168,redpear,2,VBP
20169,burgundyraised,2,VBN
20170,orangecandy,2,JJ
20171,yorick,2,NN
20172,lavauds,2,NN
20173,agrocertcertified,2,VBD
20174,scarce,2,JJ
20175,av,2,NN
20176,mouches,2,NNS
20177,vergennes,2,NNS
20178,valbuena,2,VBP
20179,lequin,2,JJ
20180,lequincolin,2,NN
20181,ponson,2,NN
20182,glorias,2,NNS
20183,molassestinged,2,VBD
20184,darksalmon,2,JJ
20185,flip,2,NN
20186,darby,2,NN
20187,ventura,2,NN
20188,looser,2,NN
20189,honeyripe,2,NN
20190,visavis,2,NN
20191,punchedup,2,NN
20192,strawberrybrioche,2,NN
20193,alidis,2,NN
20194,centenarian,2,JJ
20195,brochon,2,NN
20196,demanding,2,VBG
20197,nonexistence,2,JJ
20198,racysweet,2,NN
20199,mallet,2,NN
20200,yeoman,2,NNP
20201,josselin,2,NN
20202,caramaelized,2,VBD
20203,orangecitrus,2,RB
20204,gully,2,RB
20205,outdoorsy,2,JJ
20206,orangeginger,2,NN
20207,cakespice,2,NN
20208,overdelivered,2,VBD
20209,limp,2,JJ
20210,clements,2,NNS
20211,richerthanusual,2,JJ
20212,freshlysqueezed,2,JJ
20213,disadvantage,2,NN
20214,taurasis,2,NN
20215,symmetrical,2,JJ
20216,roblars,2,NNS
20217,nepeta,2,VBP
20218,cresslike,2,JJ
20219,winie,2,NN
20220,jr,2,NN
20221,kefir,2,NN
20222,botti,2,NN
20223,darkstyle,2,NN
20224,crimsoncolored,2,VBD
20225,bosios,2,NNS
20226,humo,2,JJ
20227,lolol,2,JJ
20228,pampelonne,2,NN
20229,seemless,2,NN
20230,crazylong,2,JJ
20231,enrique,2,NN
20232,piera,2,NN
20233,martellozzo,2,NN
20234,rezerva,2,NN
20235,donelli,2,VBZ
20236,sheath,2,NN
20237,espressotinged,2,VBD
20238,beastly,2,RB
20239,frangipani,2,JJ
20240,orangecream,2,NN
20241,accidental,2,JJ
20242,raspbery,2,NN
20243,nectarineflesh,2,JJ
20244,topclass,2,NN
20245,shovelful,2,JJ
20246,testamatta,2,NN
20247,tastes,2,NNS
20248,easypleaser,2,VBP
20249,dana,2,NN
20250,darkredcherry,2,NN
20251,allergic,2,RB
20252,tarted,2,VBD
20253,pedal,2,JJ
20254,rossos,2,NN
20255,lager,2,NN
20256,hasaged,2,VBD
20257,steinbach,2,NN
20258,chelonian,2,JJ
20259,gleason,2,NN
20260,straightedged,2,VBD
20261,drinkble,2,JJ
20262,floralbased,2,JJ
20263,unification,2,NN
20264,minella,2,NN
20265,rv,2,NN
20266,ruit,2,NN
20267,derenoncourts,2,VBZ
20268,legitimately,2,RB
20269,implicit,2,JJ
20270,threecounty,2,NN
20271,purer,2,NN
20272,plushy,2,JJ
20273,clumsiness,2,NN
20274,artificiality,2,NN
20275,reaper,2,NN
20276,dalfonso,2,NN
20277,sphere,2,RB
20278,canella,2,JJ
20279,murgia,2,NN
20280,jurosa,2,NN
20281,starck,2,NN
20282,coutelas,2,NNS
20283,lenclos,2,VBP
20284,franz,2,JJ
20285,sciacerellu,2,NN
20286,pol,2,NN
20287,hafner,2,NN
20288,antipasti,2,NN
20289,kraft,2,NN
20290,volumetrics,2,NNS
20291,gavilan,2,VBP
20292,oui,2,JJ
20293,practical,2,JJ
20294,ferragamoowned,2,VBN
20295,bottomweighted,2,VBD
20296,chiara,2,NN
20297,panroasted,2,VBN
20298,saintandelain,2,NN
20299,oaksmoked,2,VBD
20300,guadalupe,2,JJ
20301,couloir,2,NN
20302,sonoro,2,NN
20303,generalize,2,VB
20304,grochau,2,JJ
20305,lightsalmon,2,JJ
20306,takeaway,2,NN
20307,bight,2,NN
20308,stong,2,JJ
20309,tasteless,2,NN
20310,overbaked,2,VBD
20311,woodruff,2,JJ
20312,moutonne,2,NNS
20313,yearly,2,RB
20314,cloveheavy,2,VBP
20315,burntout,2,IN
20316,terrae,2,NN
20317,bumble,2,JJ
20318,lingers,2,NNS
20319,kimmeridgian,2,JJ
20320,rotaris,2,NN
20321,spicedominant,2,JJ
20322,delancellotti,2,NNS
20323,bassline,2,VBP
20324,mushroomladen,2,JJ
20325,wellmixed,2,NN
20326,verdejoviurasauvignon,2,NN
20327,midpriced,2,VBD
20328,syrupyrich,2,JJ
20329,cisneros,2,NNS
20330,rouillac,2,VBP
20331,boissenot,2,JJ
20332,lockstep,2,NN
20333,razzledazzle,2,NN
20334,smells,2,VBZ
20335,brownishgold,2,JJ
20336,alchemist,2,JJ
20337,fanatic,2,JJ
20338,justpulled,2,VBN
20339,preprohibition,2,NN
20340,enormity,2,NN
20341,earthly,2,RB
20342,hound,2,JJ
20343,premeal,2,NN
20344,chalklike,2,NN
20345,silktextured,2,VBD
20346,moscatoloving,2,VBG
20347,twizzler,2,NN
20348,coughmedicine,2,NN
20349,awa,2,NN
20350,implode,2,NN
20351,ancillary,2,JJ
20352,oxymoron,2,NN
20353,jorio,2,NN
20354,cater,2,NN
20355,irreverent,2,NN
20356,keg,2,NN
20357,roda,2,NN
20358,semiripe,2,NN
20359,culty,2,NN
20360,pojer,2,NN
20361,sandri,2,JJ
20362,alignment,2,NN
20363,tealeaflike,2,NN
20364,herbalberry,2,NN
20365,gingerinfused,2,VBD
20366,outfit,2,JJ
20367,tardieu,2,NN
20368,engine,2,NN
20369,jubilee,2,NN
20370,morandés,2,NN
20371,schaffer,2,VBP
20372,conventi,2,NN
20373,tornup,2,NN
20374,deeplyflavored,2,VBD
20375,griñons,2,NNS
20376,takes,2,VBZ
20377,tonguestripping,2,VBG
20378,cycle,2,NN
20379,slightlysweet,2,NN
20380,defiant,2,JJ
20381,roscetto,2,NN
20382,dearden,2,NN
20383,cupertino,2,NN
20384,bailly,2,RB
20385,advancement,2,JJ
20386,spunsugar,2,NN
20387,criado,2,NN
20388,leantextured,2,VBD
20389,coquelicot,2,JJ
20390,alright,2,JJ
20391,rubberytasting,2,VBG
20392,kabinettstyle,2,JJ
20393,brandi,2,NN
20394,leymarie,2,RBR
20395,traceable,2,JJ
20396,travelsize,2,NN
20397,höplers,2,NNS
20398,mochafilled,2,VBD
20399,softedged,2,JJ
20400,alvear,2,JJ
20401,carpinteria,2,NN
20402,gets,2,VBZ
20403,guardia,2,JJ
20404,paschina,2,NN
20405,zds,2,NN
20406,baer,2,NN
20407,daintier,2,NN
20408,porta,2,NN
20409,rosemounts,2,NNS
20410,zabaglione,2,CD
20411,whisk,2,JJ
20412,ausbruch,2,JJ
20413,giddy,2,NN
20414,beefchar,2,NN
20415,brighttasting,2,VBG
20416,aristocrat,2,NNS
20417,grandly,2,RB
20418,mahi,2,VBP
20419,bfm,2,JJ
20420,woop,2,JJ
20421,impérial,2,JJ
20422,days,2,NNS
20423,cutlet,2,VBP
20424,lungarotti,2,JJ
20425,piancornello,2,NN
20426,restaved,1,VBD
20427,grilloviognier,1,JJR
20428,chunkyfeeling,1,VBG
20429,jellylike,1,NN
20430,spicysmoky,1,NN
20431,cannedcorn,1,NN
20432,aromatica,1,NN
20433,acitity,1,NN
20434,spatz,1,VBP
20435,sperling,1,VBG
20436,einaudis,1,NN
20437,acadia,1,NN
20438,liquer,1,NN
20439,wellfunded,1,VBD
20440,blackcurrantjelly,1,RB
20441,vincens,1,JJ
20442,honeydust,1,NN
20443,stoneleigh,1,JJ
20444,pancole,1,JJ
20445,jumper,1,NN
20446,everapparent,1,NN
20447,pomegranateimbued,1,VBN
20448,roadtar,1,NN
20449,wellmaded,1,VBD
20450,childish,1,JJ
20451,ensconsed,1,VBN
20452,artsy,1,NN
20453,texturethere,1,RB
20454,acústic,1,JJ
20455,braó,1,NN
20456,approacheable,1,JJ
20457,afterntaste,1,NN
20458,pinay,1,NN
20459,rabino,1,NN
20460,jaggy,1,NN
20461,paladin,1,NN
20462,fruitysugary,1,JJ
20463,fragility,1,NN
20464,baconymeaty,1,NN
20465,tulle,1,NN
20466,heathcotes,1,VBZ
20467,cheneve,1,VBP
20468,handrolled,1,VBN
20469,weber,1,NN
20470,chèvres,1,NNS
20471,freshgrained,1,VBD
20472,herbeceous,1,JJ
20473,impersonate,1,NN
20474,abbess,1,NN
20475,rylint,1,NN
20476,formentini,1,NN
20477,canah,1,NN
20478,werner,1,NN
20479,michlits,1,NNS
20480,aligi,1,VBP
20481,sassu,1,JJ
20482,classe,1,NN
20483,delicatio,1,NN
20484,cookies,1,NNS
20485,franciacortas,1,VBP
20486,operé,1,JJ
20487,envigorates,1,NNS
20488,secondaryfruit,1,VBP
20489,doldrums,1,NNS
20490,pomerols,1,NNS
20491,mae,1,VBP
20492,cannonaubased,1,VBN
20493,qulaity,1,NN
20494,almonds,1,VBZ
20495,sims,1,JJ
20496,olie,1,IN
20497,übersmooth,1,DT
20498,ironpowered,1,JJ
20499,elderberryblackberry,1,NN
20500,negrel,1,JJ
20501,lightorange,1,NN
20502,lyrarakis,1,NN
20503,familystyle,1,JJ
20504,herbdominant,1,JJ
20505,sawtooth,1,NN
20506,nez,1,JJ
20507,perce,1,NN
20508,clearwater,1,NN
20509,welllit,1,NN
20510,intoxication,1,NN
20511,fogsoaked,1,VBD
20512,jcb,1,NN
20513,tuesday,1,NN
20514,pushingtheenvelope,1,VBP
20515,larga,1,JJ
20516,acreestate,1,JJ
20517,deepdish,1,JJ
20518,aerator,1,NN
20519,pinotness,1,NN
20520,furred,1,VBD
20521,pineapplelaced,1,JJ
20522,balsamicblackberry,1,NN
20523,frühburgunder,1,NN
20524,mutation,1,NN
20525,voigniers,1,NNS
20526,summerearly,1,RB
20527,marmet,1,VBD
20528,bulge,1,JJ
20529,konos,1,NNS
20530,sireci,1,VBP
20531,edèlmio,1,JJ
20532,arcanes,1,NNS
20533,taskmaster,1,RB
20534,worring,1,VBG
20535,barnburner,1,NN
20536,saccharin,1,JJ
20537,verduzzofriulano,1,NN
20538,kedar,1,NN
20539,massenburg,1,NN
20540,motown,1,JJ
20541,korus,1,NN
20542,estancia,1,NN
20543,forum,1,NN
20544,canape,1,NN
20545,teddi,1,NN
20546,thetis,1,NN
20547,achilles,1,VBZ
20548,roadway,1,RB
20549,zerolongitude,1,NN
20550,nottooconcentrated,1,JJ
20551,pièce,1,NN
20552,résistance,1,NN
20553,cranberrycurrant,1,JJ
20554,sugaralcoholacid,1,NN
20555,chapstick,1,NN
20556,sweetandspicy,1,NN
20557,dillled,1,VBD
20558,lemonsharp,1,JJ
20559,sweetacid,1,JJ
20560,trolley,1,NN
20561,cheeseboard,1,NN
20562,lowmoderate,1,NN
20563,woodfired,1,VBD
20564,agenda,1,NN
20565,ssauvignon,1,NN
20566,zinfandeldominant,1,NN
20567,felsner,1,NN
20568,cedarosa,1,NN
20569,merlotcabernetmalbec,1,NN
20570,presume,1,NN
20571,indiancandy,1,JJ
20572,serviceindustry,1,NN
20573,erbas,1,NN
20574,nlh,1,JJ
20575,silvaners,1,NNS
20576,spätlase,1,VBP
20577,wellworn,1,JJ
20578,savoret,1,JJ
20579,anagram,1,NN
20580,regrettably,1,RB
20581,honeysoaked,1,VBD
20582,marasanne,1,JJ
20583,blu,1,NN
20584,structurethe,1,NN
20585,screen,1,NN
20586,turbulence,1,NN
20587,violetcolored,1,VBD
20588,downriver,1,RB
20589,spiegel,1,JJ
20590,sixteenth,1,JJ
20591,velvetysupple,1,NN
20592,franches,1,NNS
20593,umamipacked,1,VBD
20594,franciscomade,1,JJ
20595,spank,1,NN
20596,gamays,1,NNS
20597,mansengbased,1,VBD
20598,monatrellsyrah,1,JJ
20599,rooster,1,NN
20600,applepuree,1,JJ
20601,implement,1,NN
20602,sassicaias,1,NN
20603,berryrich,1,JJ
20604,jeancharles,1,NNS
20605,cultist,1,VBP
20606,fleurpétrus,1,JJ
20607,gulpworthy,1,JJ
20608,leriche,1,NN
20609,lemoncolored,1,VBD
20610,entrypriced,1,JJ
20611,miúda,1,NN
20612,screechyfeeling,1,VBG
20613,chocolatytasting,1,VBG
20614,mula,1,NN
20615,pyrazineinfluenced,1,VBD
20616,dissonance,1,NN
20617,ino,1,NN
20618,veltro,1,NN
20619,nowdominant,1,NN
20620,rosemarymarinated,1,VBD
20621,softerstyled,1,JJ
20622,esmeralda,1,NN
20623,chummy,1,NN
20624,sorbetlike,1,NN
20625,singlevintage,1,NN
20626,alreadyfragrant,1,JJ
20627,mersequera,1,NN
20628,guibert,1,NN
20629,ferrand,1,NN
20630,fredéric,1,JJ
20631,pauli,1,NN
20632,cortonese,1,JJ
20633,perverse,1,NN
20634,aomas,1,NN
20635,softerthanusual,1,JJ
20636,dully,1,RB
20637,wiryfeeling,1,VBG
20638,vanillasugar,1,NN
20639,tinata,1,NNS
20640,adapt,1,VBP
20641,citrine,1,JJ
20642,strathewen,1,NN
20643,calletled,1,VBD
20644,negre,1,JJ
20645,àn,1,NNP
20646,shingleback,1,NN
20647,honewdew,1,NN
20648,plumbago,1,IN
20649,avelina,1,JJ
20650,oreana,1,JJ
20651,garvin,1,NN
20652,cinnamonspeckled,1,VBD
20653,decadance,1,NN
20654,vocally,1,RB
20655,pichemej,1,JJ
20656,battaglio,1,NN
20657,lorenzos,1,NN
20658,brownishamber,1,NNP
20659,berryblack,1,NN
20660,lamorèmio,1,NN
20661,monovitigno,1,NN
20662,peppersteak,1,NN
20663,ty,1,IN
20664,caton,1,NN
20665,gaudy,1,NN
20666,koshermade,1,VBD
20667,fathermotherdaughterson,1,NN
20668,leasttraveled,1,VBD
20669,edwards,1,NNS
20670,protective,1,JJ
20671,mushuplum,1,NN
20672,chockful,1,JJ
20673,nobis,1,RB
20674,handkneaded,1,VBD
20675,leastknow,1,JJ
20676,valetellina,1,FW
20677,proidl,1,NN
20678,sneeze,1,NN
20679,reborn,1,JJ
20680,mosbachers,1,NNS
20681,forsts,1,NNS
20682,tiezzi,1,VBP
20683,durantou,1,JJ
20684,clinet,1,NN
20685,lessintriguing,1,VBG
20686,cinnamonflowery,1,NN
20687,leftbankbordeauxstyle,1,JJ
20688,hoppiness,1,NN
20689,neonwatermelon,1,NN
20690,honeycomblike,1,NN
20691,dion,1,NN
20692,swanclone,1,NN
20693,driedgrass,1,NN
20694,symbiosis,1,NN
20695,decadesaged,1,VBD
20696,mediumtodark,1,NN
20697,scopus,1,NN
20698,barrelferment,1,NN
20699,nashvillebased,1,VBD
20700,lipman,1,JJ
20701,tennessee,1,NN
20702,agreeably,1,RB
20703,saltedmeat,1,VBD
20704,sunflowergold,1,JJ
20705,springlike,1,JJ
20706,bernal,1,NN
20707,approacheble,1,JJ
20708,supercharming,1,VBG
20709,floorpine,1,JJ
20710,pulledback,1,NN
20711,poison,1,NN
20712,bruciato,1,NN
20713,moreccio,1,NN
20714,angludet,1,NN
20715,tageto,1,NN
20716,crushedsilk,1,NN
20717,leastrecognized,1,VBN
20718,braviums,1,NNS
20719,grapewise,1,VB
20720,tattoo,1,NN
20721,intrusively,1,RB
20722,strawberrypinkcolored,1,VBD
20723,sblike,1,JJ
20724,ecofootprint,1,NN
20725,integritythe,1,NN
20726,flabiness,1,NN
20727,sageinflected,1,VBD
20728,canaiolomammolo,1,JJ
20729,cherrycolor,1,NN
20730,bel,1,NN
20731,ouvrard,1,IN
20732,forcato,1,NN
20733,allowing,1,VBG
20734,agng,1,JJ
20735,dosaggio,1,NN
20736,oakedsmoky,1,IN
20737,cheeksmacking,1,VBG
20738,péronne,1,NN
20739,mhwltd,1,NN
20740,baccante,1,NN
20741,setback,1,NN
20742,handrail,1,NN
20743,troplong,1,IN
20744,mondot,1,NN
20745,rk,1,NN
20746,japaneseamerican,1,JJ
20747,candlestick,1,NN
20748,curedbeef,1,NN
20749,pamplins,1,VBZ
20750,whitefruitdominant,1,JJ
20751,cloveinfluenced,1,VBD
20752,coffeesoaked,1,JJ
20753,combinins,1,NNS
20754,rabenstein,1,VBP
20755,snooze,1,RB
20756,mirassous,1,JJ
20757,layering,1,VBG
20758,berryrocktannin,1,NN
20759,syrahinfatuated,1,VBD
20760,alluvium,1,JJ
20761,magri,1,NN
20762,manso,1,JJ
20763,superfloral,1,JJ
20764,benedetto,1,NN
20765,recuerdo,1,NN
20766,elevator,1,NN
20767,predijon,1,NN
20768,dalene,1,NN
20769,tomero,1,NN
20770,pulenta,1,NN
20771,willi,1,NN
20772,blacktasting,1,VBG
20773,toastyoak,1,NN
20774,darroze,1,NN
20775,lusherside,1,NN
20776,berryled,1,VBD
20777,monga,1,NN
20778,finehoned,1,VBD
20779,emphasizing,1,VBG
20780,arintobased,1,VBN
20781,mushroominspired,1,JJ
20782,cocina,1,NN
20783,bucklin,1,NN
20784,gumption,1,NN
20785,backsberg,1,NN
20786,consitutes,1,VBZ
20787,schugs,1,JJ
20788,villagestyle,1,JJ
20789,fouryear,1,JJ
20790,ribatejo,1,NN
20791,sweetmeat,1,NN
20792,recanati,1,NN
20793,cannelloni,1,NN
20794,bechamel,1,NN
20795,nullify,1,VBP
20796,avignonesi,1,JJ
20797,tabouleh,1,NN
20798,mana,1,NN
20799,becuase,1,NN
20800,zerodegree,1,CD
20801,residualsugar,1,NN
20802,raspberrylemonade,1,NN
20803,kinali,1,NN
20804,yapincak,1,NN
20805,deepstraw,1,NN
20806,justwashed,1,VBD
20807,spicetoned,1,JJ
20808,stabilization,1,NN
20809,vivier,1,NN
20810,aromamatching,1,VBG
20811,unconcentrated,1,JJ
20812,indistinctive,1,JJ
20813,unctous,1,JJ
20814,sizzleandpop,1,NN
20815,complications,1,NNS
20816,icedcoffee,1,VBP
20817,dustyminerally,1,RB
20818,morten,1,JJ
20819,hallgren,1,NNS
20820,grapedrying,1,VBG
20821,ryofu,1,NN
20822,carnuntum,1,NN
20823,glatzers,1,NNS
20824,pepperyspice,1,VBP
20825,dewpoint,1,NN
20826,cistercian,1,JJ
20827,scrim,1,NN
20828,peppr,1,NN
20829,forwardmoving,1,VBG
20830,riverbenchs,1,JJ
20831,roughattheedges,1,NNS
20832,automotive,1,JJ
20833,sagemoors,1,NNS
20834,brilliiant,1,VBP
20835,pichler,1,NN
20836,hagafen,1,NN
20837,caleraclone,1,NN
20838,quasisyrupy,1,NN
20839,chéry,1,NN
20840,albar,1,NN
20841,laurou,1,NN
20842,coursen,1,NN
20843,vietnam,1,FW
20844,malbeclead,1,NN
20845,icedtea,1,NN
20846,oblique,1,JJ
20847,vv,1,NN
20848,ikon,1,NN
20849,calidonio,1,NN
20850,palari,1,VBP
20851,virgorous,1,JJ
20852,pinéro,1,NN
20853,camarato,1,NN
20854,recession,1,NN
20855,pegase,1,NN
20856,thanisch,1,NNP
20857,magazine,1,NN
20858,tache,1,NN
20859,heroine,1,NN
20860,giselle,1,NN
20861,fruitoak,1,NN
20862,toffeetinged,1,VBD
20863,maplecovered,1,JJ
20864,peppercornish,1,JJ
20865,skinflavored,1,VBN
20866,châteauneufdupapestyle,1,JJ
20867,mediumcoarse,1,NN
20868,valdinara,1,NN
20869,outmarlborough,1,IN
20870,gabbro,1,NN
20871,chronic,1,JJ
20872,chenoweths,1,NNS
20873,alreadydry,1,RB
20874,spiceinflected,1,VBD
20875,longestablished,1,JJ
20876,caramellayered,1,JJ
20877,mediumplusweight,1,NN
20878,makes,1,VBZ
20879,tudor,1,JJ
20880,slicedsteak,1,JJ
20881,monastrellsyrahcabernet,1,NN
20882,undetermined,1,VBD
20883,pieropan,1,JJ
20884,verzella,1,NN
20885,calico,1,NN
20886,allrhône,1,NN
20887,steffan,1,NN
20888,villabella,1,NN
20889,corpus,1,NN
20890,nairac,1,JJ
20891,lustau,1,NN
20892,arcos,1,NN
